,Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
2676,2698,0.0,0.651,0.349,0.8214,0.005830604117363691,0.04910864681005478,0.9450607895851135,B00015BQB6,A364G7X2C85G36,S. ANDERSON,0,0,5,1288569600,beans,Good stuff - like lentils you don't need to soak these.  They are small so feel good in the mouth.
2677,2699,0.033,0.835,0.132,0.9419,0.0034045802894979715,0.024689244106411934,0.9719061851501465,B004Z8F1JI,A1TKVL7VNZZWX1,K. D. Powers,0,0,5,1348876800,Works for me!,"I really like this flavoring. I try to stay away from sugar and artificial sweeteners so this was perfect because it contains absolutely no sweetener so I can add my own (mostly liquid stevia).  I also love vanilla flavoring in many things I make so I sometimes use this in place of extract which can be pricey if you use it a lot. For example, I make my own almond milk so I like to add vanilla to sweeten and lighten the taste. This works better than an extract because there is no alcohol taste. I also make blueberry syrup with agave and this flavoring and it turns out very good. I put it in pancake batter and the flavor still holds after cooking (also with cookies). I use this all the time and now I am not dropping $10 every couple of weeks for vanilla extract."
2678,2700,0.102,0.764,0.134,0.6968,0.01618308760225773,0.07203416526317596,0.9117827415466309,B004Z8F1JI,A1TXUOSHYDUZLO,"S. Petersen ""budget mama""",0,0,3,1347235200,decent but Monin is better...,"I wanted to love this but I just didn't. Despite being sugar free it has 15 calories per pump and in my opinion needs three pumps to add enough flavor to my iced vanilla lattes. If your going for calorie count this isn't favorable. I would however say if you think other brands are a bit too sweet or if calorie count isn't overly important you should give it a go, it may be just what you were looking for! As a side note if calorie count is unimportant I recommend their coconut cream flavor<a href=""http://www.amazon.com/gp/product/B005ZU3JJ4"">Amoretti Premium Coconut Cream Syrup (750mL)</a>, its delicious!"
2679,2701,0.063,0.763,0.175,0.5039,0.6390994787216187,0.29524990916252136,0.06565065681934357,B002BXJRBW,A13W704EWFJVFD,Debra,0,0,1,1332028800,Don't waste your money,We purchased from the original website 8 flavored sugars all but the raspberry was worth the money the rest had little or no flavor at all! It was expensive and not worth the money.
2680,2702,0.026,0.709,0.265,0.9678,0.0047446261160075665,0.035528961569070816,0.9597264528274536,B002HQKRIK,A2IKWKIW5OS5CM,Heidi J,1,1,5,1305244800,Koala Crisps rock!,"We've been eating this delightful cereal for several years.  My kids always feel better on gluten free foods and so do I.  Unlike the popular junky cereals, this version of a slightly chocolately cereal is light and not too sugary and it's a special treat for the kids.  I also like supporting Envirokids products - the pricing has come down to where it's nearly the same as the other mainstream cereals that are not as good for you."
2681,2703,0.0,0.688,0.312,0.9784,0.001377548323944211,0.009118359535932541,0.9895040988922119,B000EPQPQE,AXLYTEFUXEAJN,"E. Dellosso ""Kraken8510""",7,7,5,1200096000,Lemonylicious,"We received this as a gift, along with some homemade graham crackers.  My husband and I have become addicted to it.  If you love things like lemon meringue pie, you will adore this luscious,lemony spread on grahams, pound cake, etc.  Just a thin layer of this delicious confection enlivens your taste buds with an explosion of flavor.  I highly recommend this product if you are looking for a very special treat."
2682,2704,0.159,0.744,0.097,-0.1268,0.029246948659420013,0.08990374952554703,0.880849301815033,B000EPQPQE,A3OW2TVODBUSL9,"Jay Johnson ""foodie""",3,3,5,1262131200,the best ever,I have never tasted any better! Need to keep refrigerated or it will lose color and flavor but is worth the price.
2683,2705,0.0,0.618,0.382,0.8885,0.001031435327604413,0.01602988876402378,0.9829386472702026,B000EPQPQE,A3PZN2Q3L37FCS,K. Scully,0,0,5,1346284800,Easy Summer dessert,"Mixed with whipped cream and blueberries this lemon curd is a delicious, easy, quick summertime dessert that will delight any guests."
2684,2706,0.054,0.81,0.137,0.7351,0.04618056118488312,0.19846171140670776,0.7553576827049255,B003NDA970,A3OQFWMCMYYO4M,E. Charvat,20,20,4,1171152000,A Caveat,"The popcorn itself is yummy, just be warned that we had trouble popping it using our air popper.  The kernels were too light and would blow out of the popper before they were popped.  It's great in the microwave or a pan, but maybe the larger white or yellow would be a better match for an air popper."
2685,2707,0.025,0.684,0.291,0.9349,0.3981828987598419,0.4644656777381897,0.13735134899616241,B003NDA970,A1KHOI0WVQRI2J,"Matthew Brown ""mwbrown""",20,20,5,1151539200,Great Popcorn,"I won't claim to be a professional food taster ... I just know what I like and don't like.  I don't like ""yellow"" popcorn, I don't like microwave popcorn, I like the ""white"" popcorn cooked in a pan.  For my ""popping style"" the Baby White pops great w/o lots of hard kernels.  'nuf said."
2686,2708,0.0,0.59,0.41,0.9102,0.0012448946945369244,0.011401092633605003,0.9873539805412292,B003NDA970,A1U3SYIJ2RRBDG,JM,13,13,4,1170806400,Keep poppin!,"This is really good. Tender, a little sweet. Easy to make in the Whirley Pop, and excellent with some Cheddar & Spice popcorn seasoning!"
2687,2709,0.0,0.631,0.369,0.9866,0.004721152130514383,0.027327261865139008,0.9679515361785889,B003NDA970,A1X37RPYOJLQXS,"Linda S. Mcewen ""Linda""",13,14,4,1108771200,Tender,"I was a little concerned to buy the popcorn, as you never know what you are going to get.  But I did and I am glad I did.  The popcorn is nice and tender, pops easy, great taste and hull-less.  I have moved from the microwave popcorns and glad I did because of this product.  I like the fact the the popped corn is small but great!"
2688,2710,0.187,0.734,0.078,-0.9321,0.9326097965240479,0.05473298951983452,0.012657240964472294,B003NDA970,A3KPT4FF3J91W4,"Keith Shepard ""Who cut the cheese?""",22,27,1,1169683200,Shipping is INSANE!!!,"I love the popcorn, but the shipping costs are INSANE!! A total rip off. Wabash Valley Farms or Amazon or whoever is charging the shipping is out of their mind. 5 Stars for the popcorn. Minus 4 stars for the terrible cost associated with shipping. Argh...Yes, the popcorn is tender and luscious, and it melts in your mouth like you're eating cooked grasshoppers, but come on!!! Can't you ship this product for less?<br /><br />Shipping the 6 pound bag is even worse. *sigh* Too bad really."
2689,2711,0.0,0.867,0.133,0.6705,0.005084531381726265,0.06140967458486557,0.9335057735443115,B003NDA970,A1KHOI0WVQRI2J,"Matthew Brown ""mwbrown""",7,7,5,1205020800,Our Favorite Popcord,"We like the much harder to find ""white"" popcorn over the more common ""yellow"" popcorn and Amish Country Baby White is our absolute favorite.  We usually order 3 of the 6 lb bags 'cause we go thru it so quickly."
2690,2712,0.118,0.74,0.142,0.4939,0.33781352639198303,0.3133476972579956,0.34883880615234375,B003NDA970,A17VSUQ3HCBZVR,Donald D. Olson,4,4,5,1268438400,good popcorn,I love this popcorn. Only downside is the shipping and packing. Cost almost as much as the popcorn. Need to pack it better. Bag split and a bunch of loose popcorn falling out of the box when the guy brought it to my door.
2691,2713,0.127,0.771,0.102,0.0018,0.08148415386676788,0.2878253161907196,0.6306905150413513,B003NDA970,A1N5CS6SNE8GLU,Nic,4,4,2,1233792000,"Too small, too much shell & not enough white fluffy part","I purchased the baby white by accident.  We usually get the medium white, which is great.  The baby is so small when popped that the taste and texture of the hull shell really overwhelm it."
2692,2714,0.0,1.0,0.0,0.0,0.24567033350467682,0.5975013375282288,0.15682832896709442,B003NDA970,A2MRABCJV61EAH,MarathonGirl,4,4,2,1208908800,Tasty popcorn but kernels too small for a hot air popcorn popper,"Tasty, small kernel popcorn. However, too small and too light to be popped in a hot air popcorn popper. The kernels are blown out of the popper before they are popped."
2693,2715,0.06,0.677,0.263,0.8885,0.4471290707588196,0.4446110129356384,0.10825987905263901,B003NDA970,A3ENX1Y48DJQVK,Jack Welch,4,4,3,1171670400,Small pops,The gourmet corn is smaller kernels than I like so would probably not buy it again.  But with their special oil and the Stir Crazy Popper every kernel pops every time.<br /><br />I will probably return to good old Jolly Time.
2694,2716,0.0,0.831,0.169,0.8957,0.0027099698781967163,0.00970613956451416,0.9875839352607727,B003NDA970,A3GKMWN4QRGIDT,"M. Lashley ""Hawkings is Junk""",3,3,5,1294704000,The Best,This is the best popcorn i have ever ate. I use a Whirley Popper to pop my popcorn. When you eat this baby white hulless you will never go back to any other popcorn. I gave my Orville Redenbacher's  and Walmart popcorn away..To many husks. You just can't beat this popcorn. It tastes sooooo good even my puppy loves it.
2695,2717,0.019,0.854,0.127,0.9349,0.015183912590146065,0.07165706902742386,0.9131589531898499,B003NDA970,A1TL8ME5TPUM2Y,Martha S. Morthland,3,3,5,1223510400,Amish Baby White Popcorn,"I first had this popcorn at my 84 year old cousin's home. I thought it was so tender and delicious, and I wanted to buy some for myself. I found it on Amazon.com believe it or not!!!  Anyway, I ordered 6 pounds of it. All 6 pounds are now gone. This popcorn is REALLY good. It is different than other popcorns I have eaten because the kernels are small and very delicate. I consider myself a pro when it comes to popcorn because I have eaten it every night since I was a little girl. I usually eat my popcorn 1 kernel at a time, but since the kernels are so small, I ate it by the handful. My only complaint is that it does cost a lot to have it shipped. I wish I could find it locally so I would not have to pay for the shipping costs. If you like popcorn, I highly recommend it."
2696,2718,0.0,0.741,0.259,0.9838,0.009465144947171211,0.07498044520616531,0.915554404258728,B003NDA970,A14YTWHIFDQQL1,Barry L. Thompson,2,2,5,1300320000,POPCORN DON'T GET ANY BETTER THAN THIS,OVER THE YEARS I HAVE BOUGHT A LOT OF POPCORN FOR POPPING AND I HAVE FOUND THIS SMALL BABY WHITE HULLESS TO BE THE BEST FOR POPPING AND NOT A LOT OF THE SO-CALLED OLD-MAIDS I ALSO HAD TO RETIRE MY 20 PLUS YEAR OLD WABASH VALLEY FARMS STOVETOP POPPER IT WAS A GOOD ONE SO IF YOU LIKE POPCORN AND WHO DOESN'T THIS POPCORN AND POPPER COMBINATION IS THE BEST AND THE POPPER COMES WITH A 25 YEAR WARRANTY AS WELL MONEY WELL SPENT YOU WILL NOT DISSAPOINTED WITH EITHER OF THEM SO ENJOY
2697,2719,0.0,0.787,0.213,0.8555,0.003711968194693327,0.02672724984586239,0.9695608019828796,B003NDA970,AOFN9SZFS8P73,John K. Murtaugh,2,2,5,1297209600,Best Popcorn,This is the best popcorn I have ever had.  As a kid I ran the popcorn machine in a theater so I feel I know what I'm talking about.  We used yellow popcorn but I still think white is best.
2698,2720,0.054,0.807,0.139,0.5413,0.0015942819882184267,0.01322272326797247,0.98518306016922,B003NDA970,A274MW4ORJPJV4,Carolyn Burger,2,2,4,1233014400,baby white popcorn is tasty and has no hulls to get into teeth,"Baby white popcorn from Wabash Farms pops nicely, has no meanacing hulls to get into your teeth, and is very tasty. What more could you ask from a popcorn? I highly recommend this product. At least a four star."
2699,2721,0.0,0.565,0.435,0.8585,0.0014256925787776709,0.008171841502189636,0.9904024600982666,B003NDA970,A3K3088Y6J6JM9,N. Smith,2,2,5,1212019200,Enjoy,"The small, white popcorn is the best!  Very delicious - and I've tried lots."
2700,2722,0.0,0.816,0.184,0.743,0.0014869365841150284,0.018526406958699226,0.9799866080284119,B003NDA970,A1F94JN9S6ITNK,Diane Matthes,2,2,5,1203638400,Best Popcorn Ever,"This was the sweetest, smallest, hulless, best tasting white popcorn I have ever had.  Just placed an additional order for a 6 lb. bag as well as other varities carried by this company."
2701,2723,0.177,0.516,0.306,0.5428,0.0018364483257755637,0.0073921759612858295,0.9907714128494263,B003NDA970,A20HKLJ1MKE0DG,"D. Adams ""Country Boy""",2,2,5,1198627200,GREAT,Great popcorn!! Good popping results and wonderful flavor.  Can't help but love it and I will re-order when I run out.  Recommend to one and all
2702,2724,0.0,0.829,0.171,0.5499,0.0020275802817195654,0.012344645336270332,0.9856277704238892,B003NDA970,A28JNLWC1Z1ESW,"S. Hawkins ""Ivory""",2,2,4,1176163200,Good Stuff,"I love little white kernels of popped corn.  This was good stuff, but I think I'll try a larger white kernel to pop next time, my preference."
2703,2725,0.0,0.503,0.497,0.872,0.0024293812457472086,0.01851918175816536,0.9790514707565308,B003NDA970,A3ISO5VNV6B8QO,A. Coe,2,2,5,1168473600,Popcorn lovers love this popcorn!,Pops great in the microwave.  Much better than many store brands.  Good product.
2704,2726,0.129,0.769,0.102,0.0,0.9424797296524048,0.051399096846580505,0.0061212219297885895,B003NDA970,A1RCHU3WIIE9FS,hildamatt,1,1,3,1339027200,dissappointed,"I was disappointed.  I thought being Amish and according to the advertising that it would be exceptional.  But it's just popcorn, no better than others I've purchased.  So, so. I would not buy it again."
2705,2727,0.028,0.857,0.115,0.8316,0.050235163420438766,0.22944997251033783,0.7203148603439331,B003NDA970,A4T1ZBS2ZMOPC,"Patricia J. Wicker ""DVD connoisseur""",1,1,4,1308528000,Very good popocorn,"My doctor told me I must eat ""hulless"" popcorn if I have popcorn at all.  Because I can't give up my favorite snack, I bought this Wabash Famnily Farms Amish Country popcorn.  The kernels are tiny, but they pop well, although not as big and fluffy as the popcorn I get from the grocery store.  It tastes great, however, and has fewer and smaller hulls.  I don't think there is such a thing as completely hulless,but Ido notice thst I don't get the hulls stuck in my teeth anymore."
2706,2728,0.0,0.731,0.269,0.9708,0.0015366057632490993,0.012706520035862923,0.9857569336891174,B003NDA970,AXLZI90QU5TD4,boston904,1,1,4,1302566400,good stuff,I ordered 3 6lb bags with free shipping because of the reviews. I really like it but the real test was my wife's opinion and we also ordered 4 and 1/2 lbs of popcorn from the Boulder popcorn co and the kernels were a little smaller and tasted better. We use coconut oil and it has very good flavor even without butter. I really like the Cambria's Cream kernels the best
2707,2729,0.0,0.931,0.069,0.5859,0.010046119801700115,0.06797026097774506,0.9219835996627808,B003NDA970,AJEEIBHMERP4E,Ada L. King,1,1,5,1291075200,Crispy & light!,"I just made some in my Whirley Pop.  It really is lighter and crisper than the larger, yellow kernels.  None of those large hulls either.  The only difference is, it pops up much smaller than the yellow, so you need to almost double the amount of kernels used per pot.  Lovely homemade popcorn."
2708,2730,0.047,0.889,0.065,0.1583,0.04322298988699913,0.19812244176864624,0.7586545348167419,B003NDA970,A3JLI8RXU06TPG,"M. P. McDonald ""Author""",1,1,5,1278720000,Spoiled me for other popcorn,"Use olive oil to cook this, salt it well, and it is the best, most tender popcorn I have ever eaten. I add a tiny bit of butter to mine, but don't need it. My nine year old daughter didn't like popcorn until she reluctantly tried this. After a few bites, she consumed half the bowl!<br /><br />I bought mine at a specialty popcorn shop in Long Grove IL, so I didn't have to pay shipping costs, but when it's gone, I might have to bite the bullet and order it from here."
2709,2731,0.038,0.916,0.045,0.1406,0.17632873356342316,0.43029066920280457,0.39338064193725586,B003NDA970,A2PD36N1X2T1NE,J. Thomas,1,1,3,1242950400,Heed the advice on hot air poppers,"Wish I would have read the reviews that discuss the product's performance in hot air poppers.  The PC is very tasty and light with no residual kernel shells that get stuck in your teeth...4 stars.<br /><br />Problem with using it in hot air poppers is that the kernels are too light and fly out of the machine before they pop.  Tilting the machine helps keep them inside, but it would be simpler just to find another larger kernel corn."
2710,2732,0.034,0.812,0.154,0.9217,0.0021830901969224215,0.01554467249661684,0.9822722673416138,B003NDA970,A14WXLY4BSE61M,graymate2004,1,1,4,1217116800,Amish Country Baby White Popcorn,"We've enjoyed this popcorn every bit as much if not more than the Movie Theater Popcorn.  It's light and fluffy - tender - and delicious.  I think we enjoy it a bit more because we know there is no ""palm"" oil or coconut oil in it - we can control what oils we add or leave out.  It works well with the popper - in fact just last night we had a popper full of this corn and followed it with the other because we had purchased so much of the other - we enjoyed this more."
2711,2733,0.0,1.0,0.0,0.0,0.9244228601455688,0.06943068653345108,0.006146434228867292,B003NDA970,A1QY67UJ76TWQD,"James G. Bates ""UncleJim""",1,1,2,1209686400,average taste,"Popcorn has grear color (white)  But taste is average and due to shipping costing more then product, I would not buy again."
2712,2734,0.007,0.87,0.124,0.9708,0.026978861540555954,0.13506799936294556,0.8379531502723694,B003NDA970,A39KH7TSRC0K04,"Misha King ""Afritalian""",0,0,5,1350777600,Great little mini popcorn!,"I bought the Whirley-Pop Stovetop Popcorn Popper several months ago, which (of course) the Wabash Valley popcorn came recommended (same company). I thought...what the heck; I've always wondered how ""gourmet"" popcorn differed from Orville or other everyday popcorn brands.<br /><br />Let me tell you...IT IS WORTH THE EXTRA MONEY! I can really taste the difference in quality. AND, ""normal"" popcorn just doesn't taste right when you make it in the Whirley-Pop.<br /><br />This popcorn is so tender and tasty. It was a little weird to see and eat at first because it's about half the size of regular popcorn. But, I believe this characteristic is essential in helping the seasonings completely coat the corn.<br /><br />My favorite prep methods include using the Whirley-Pop and Nutiva Organic Extra Virgin Coconut Oil (see my review for that for more details!) I add a little peanut oil, sea salt, black pepper, and a good amount of Vegaline Garlic Mist Cooking & Seasoning Spray. YUMMY!!!!<br /><br />I've tried the other Amish Country popcorn, and they're all good. This is my favorite, though!"
2713,2735,0.032,0.688,0.28,0.956,0.00187016767449677,0.007944617420434952,0.9901852607727051,B003NDA970,A3PJACXRVEXKPL,Rosalie A. Alday,0,0,5,1349913600,Tops in the Popcorn World,This popcorn is really great!  We enjoy the taste and the smallness of the actual popcorn.  Its not like the popcorn that is big and fluffy its small and really great to eat.  I eat only this popcorn now and order every three months. Highly recommend to the popcorn lovers of the world.
2714,2736,0.0,1.0,0.0,0.0,0.007408792153000832,0.08680223673582077,0.9057890176773071,B003NDA970,AAUICTIUBVU7R,"Roy Berger ""Everyman""",0,0,5,1345766400,GREAT HULL LESS POPCORN,"I bought a bowl to pop the corn in along with this popcorn. And put two handsful in the bowl and set the microwave on Popcorn. But it needed more popping for all to pop, in fact almost twice as much time. But the results are great.<br />Today we will get the seasoning I bought for it and look forward to using it to have a woderful snack while watching TV."
2715,2737,0.25,0.592,0.159,-0.5229,0.9294551610946655,0.05766025185585022,0.012884567491710186,B003NDA970,A26GU700BXI170,Over Priced,0,0,1,1341619200,Poor product,"This is  terrible popcorn! No taste, poor popping ratio. and the size OMG! I popped this Gourmet popping corn in front of a party, everyone busted out in laughter!"
2716,2738,0.052,0.853,0.095,0.4307,0.9413915276527405,0.052722785621881485,0.00588570861145854,B003NDA970,A31RZMVAFMLB8B,Sharp Photo,0,0,1,1336867200,Rip off Alert,"Do not spend your money on this product as you will find the popping ratio extremely poor. One cup of popcorn will have 1/2 cup of  un poped (old Mades) kernels left over which is unacceptable.This is a non returnable item so if you buy this one you are just out of luck, so I recommend staying away from this one."
2717,2739,0.012,0.941,0.047,0.4588,0.019625907763838768,0.21793192625045776,0.7624421119689941,B003NDA970,AX9A87U8XDE00,Dale Hammond,0,0,3,1334448000,Okay but there's much better,"This is my first time trying Wabash Valley Farms Amish Country Baby White.<br /><br />Pros: It's okay with a nice mild nutty flavor. The hulls are more pronounced than with some other Amish ""Baby White.""<br /><br />Cons: It tends not to briskly pop up. In fact, we've burned several pans because popping it is tricky. We found that the microwave often works better than pan popping. And as mentioned above, the hulls are much more noticeable than with other Amish ""Baby White"" brands.<br /><br />We purchased these 6 bags and we'll use them up but won't be ordering any more. Next time we'll drive the long distance to our nearest Amish store."
2718,2740,0.062,0.787,0.152,0.4939,0.053764816373586655,0.27287259697914124,0.6733625531196594,B003NDA970,A137FD3V4Y0XU,B. Brockman,0,0,3,1327104000,Good but----,If you like your popped corn small this is for you. Taste is good and it is crisp yet tender. The only real complaint is it has a disproportional amount of hull.
2719,2741,0.0,0.748,0.252,0.7496,0.004001426976174116,0.015405689366161823,0.9805928468704224,B003NDA970,A25BVRWTD7GN8Y,veryhappywithorder,0,0,5,1323388800,very good,popcorn is very good.  cant believe the difference between this popcorn and the regular stuff at the story. a very good purchase.
2720,2742,0.034,0.891,0.075,0.5635,0.05579069256782532,0.3626939058303833,0.5815154314041138,B003NDA970,A1ASB4OGGHXNBQ,6 Loads A Day,0,0,2,1322697600,This is not hull-less popcorn! Or even close.,"Bought 6lbs of this popcorn based on reviews that the hulls are softer on this Baby White than on regular popcorn.  Not only are the hulls just as tough as regular popcorn, the corn pops up so tiny that it's about 1/3 hull, 2/3 popped corn per kernel! I was hoping to use this as a healthy snack for my kids who love popcorn but not the hulls.<br />I popped this using every tip I could find on the internet; all experiments still resulted in a tough hull."
2721,2743,0.059,0.836,0.106,0.5023,0.033910736441612244,0.13168488442897797,0.8344044089317322,B003NDA970,A1BT7GMP117HQH,Ryan Mahoney,0,0,3,1318204800,Received wrong product,"Received the ""Baby Yellow"" instead of the correct ""Baby White"" kernels. Unable to return the product since it's a grocery item, but Amazon.com customer service did an excellent job and provided a full refund. As far as can tell, no other issues with product."
2722,2744,0.0,0.767,0.233,0.7843,0.31062012910842896,0.3953624367713928,0.29401740431785583,B003NDA970,A2JVS4Y2LN8ZBJ,"A. Denton ""Mommy of 1 and loving it!""",0,0,4,1302998400,"Pops well, not much flavor","I liked the idea of the small popcorn.  It pops up really well in the popper but it doesn't have much if any ""popcorn"" flavor.  Was pretty bummed by that."
2723,2745,0.068,0.765,0.167,0.8038,0.17407089471817017,0.47073325514793396,0.35519587993621826,B003NDA970,A39U687FJFOE43,"J. Mertes ""AZShopaholic""",0,0,4,1292457600,"Wow, it's worth the cost for tender white hulless","I used to grow the Japanese hulless in small quantities for my stovetop popper. This is the closest I can find. If you are appalled by the shipping cost, like I was, try looking elsewhere for a better deal. For instance, one popular site offers 6 lbs for $11.95 with FREE shipping if you sign up for repeating shipments (which you can cancel any time). Try www.c**king.com."
2724,2746,0.0,0.789,0.211,0.4939,0.0018921636510640383,0.03624706715345383,0.9618607759475708,B003NDA970,A1W61SHZ2YZUJD,John,0,0,5,1284163200,Amish Country Baby White,I have made this my popcorn of choice.  I enjoy the flavor and kernal size.
2725,2747,0.0,0.691,0.309,0.8004,0.0011790040880441666,0.011623791418969631,0.9871972799301147,B003NDA970,A2YAUI2KUEJ9AF,C. FELDPAUSCH,0,0,5,1272240000,wonderful,"Get it, Get it, Get it! This popcorn is truly the most tender, delicious popcorn I have ever tasted."
2726,2748,0.047,0.851,0.103,0.5815,0.004123390652239323,0.042819637805223465,0.9530569314956665,B003NDA970,AN9N29UZ7R6J2,Scooter,0,0,5,1270339200,yummy,"Got three different Amish popcorn's for my daughter's Birthday..she is always on a diet, I got her the hot air popper same time...she & my grandson..( he's 4) loved it..she ate a bowl every night &  still lost 15 lbs !! not saying it's a diet food, just satisfiing !!"
2727,2749,0.0,0.694,0.306,0.9744,0.0016209190944209695,0.009319623000919819,0.9890594482421875,B003NDA970,A1UEK9HPGME6GE,Sally Anderson,0,0,5,1268006400,Best Popcorn Ever,I bought this popcorn as a gift for some dear friends. The have commented back several times that it's the best popcorn they have ever had. They love it!  They had shopped in the DC metro area to find white popcorn and could never find it so one look on Amazon was all it took to find this -- the best popcorn ever!!
2728,2750,0.0,0.771,0.229,0.7906,0.0014529471518471837,0.016368525102734566,0.9821785092353821,B003NDA970,AUXGA0GCHRI7X,Rebecca B. Jones,0,0,5,1264809600,Microwave Popcorn,"I bought this for my daughter's new microwave popcorn popper as a Christmas gift, and she says that it is delicious, but pops up smaller than other popcorn.  She likes it a lot."
2729,2751,0.0,0.768,0.232,0.7875,0.0019054124131798744,0.023035898804664612,0.9750586748123169,B003NDA970,A1UP81S8OCJASL,"A. Dominguez ""A.""",0,0,5,1264377600,wonderful,"This is very high qulity pop corn, I recomend it.  Almost all kernels pop and they are a crisp white when they pop.  Very healthy and yummy!"
2730,2752,0.0,0.862,0.138,0.8042,0.007533901371061802,0.045225758105516434,0.9472403526306152,B003NDA970,A1CZLOI3W8E5JM,"D. Howell ""Reader X""",0,0,5,1264291200,"Just a tad too small for my wife's taste, but kids and I love it","Pops fully, few spare kernels with the traditional stovetop method.  Small, fluffy kernels, not a lot of 'misfires' that are only partially evolved.  My wife says they're a tad too small for her taste, but the kids and I really love this popcorn."
2731,2753,0.0,0.926,0.074,0.4019,0.0036052227951586246,0.04422419145703316,0.9521706104278564,B003NDA970,A1HQQJ5S4S449V,"Paul E. Barsness ""Paul Barsness""",0,0,4,1259280000,small but good,This popcorn brings me back to days before the microwave version. What a treat it was to savor the taste and lightly salted lily white popcorn that was popped over the heat of a stove burner again.
2732,2754,0.0,0.632,0.368,0.7906,0.0021128193475306034,0.008451816625893116,0.9894353747367859,B003NDA970,A1UP81S8OCJASL,"A. Dominguez ""A.""",0,0,5,1254441600,Love it,"I love this brand,  all kernels pop and they are a nice size, texture and flavor."
2733,2755,0.042,0.835,0.123,0.7245,0.01682109571993351,0.11747421324253082,0.8657047748565674,B003NDA970,ANVBP09ACG85O,"Patricia R. Hamilton ""words are wonderful""",0,0,5,1254355200,great popcorn,"I have not eaten this popcorn or tasted it myself, it was part of a gift for my daughter in Grad School.  She likes the fluffy quality of the popped corn and the not so many hulls - also the big bag makes her think she can make it last until Christmas ( that remains to be seen) without having to buy more.  A very good snack for a poor Grad Student"
2734,2756,0.0,0.592,0.408,0.9199,0.0013846965739503503,0.00907615665346384,0.9895390868186951,B003NDA970,A1DHS99SF9F67M,A. O'Meara,0,0,5,1250553600,The best popcorn I've ever tasted...,"I'm a huge popcorn fan and have tried all sorts, and the Amish Country brand popcorn is the best I've ever eaten.  Absolutely delicious!"
2735,2757,0.0,0.817,0.183,0.7579,0.003130291122943163,0.01991221308708191,0.9769574403762817,B003NDA970,A1J8JA6ULCWRPY,Mary Rellez,0,0,5,1241136000,fabulous popcorn,"There are very seldom any unpopped kernels, which is nice and the flavor is wonderful. Not a whole lot to say about popcorn. I always buy from you guys and will continue to."
2736,2758,0.172,0.583,0.245,0.5423,0.1320035308599472,0.1669110804796219,0.7010853886604309,B003NDA970,A1BXR4SI6MQLHV,"J. S. Douglas ""hlwdjsd""",0,0,5,1221696000,Yummy popcorn.,"I love white corn, in all its forms, including popcorn. And I hate how outrageously expensive the kernels are in the supermarket, so I love this popcorn."
2737,2759,0.0,0.715,0.285,0.7501,0.0018708290299400687,0.015329323709011078,0.982799768447876,B003NDA970,A2Q4CM2SJHV1KJ,"Louis L. Hubbard ""lou""",0,0,5,1221264000,"great product, a little pricy, but worth it.","I enjoy it practically every evening, it is very good popcorn, not as much hulls and small when popped."
2738,2760,0.1,0.836,0.064,-0.5979,0.035964831709861755,0.15373826026916504,0.8102968335151672,B003NDA970,A3FHU0RRM34EYO,Eileen,0,0,5,1211760000,A great popcorn for small children!,"This popcorn is much smaller than your average popcorn, and it is virtually hulless.  That is exactly what I was looking for in a popcorn because my 3 year old LOVES popcorn.  With 3 year old children, you have to be concerned with the hulls causing choking or hurting their tender gums.  My son has no trouble eating this popcorn.  It is soft and light, doesn't get stuck in your teeth nearly as much, and has a great flavor.<br /><br />This is now my popcorn of choice for our whole family.  I usually pop it in my 10 year old cheap hot air popper with no problems.  I get very few unpopped kernels. Another reviewer stated that it flies out before popping, but I have not experienced this problem (it could depend on the popper, I suppose).  I have tried microwaving it in a paper bag, but I always seem to end up burning it.  I think it takes a little more trial and error for microwaving to get the time just right, so I just stick with my hot air popper. I get great popcorn every time!"
2739,2761,0.035,0.86,0.105,0.7611,0.8585626482963562,0.12182199954986572,0.019615348428487778,B003NDA970,A13PKUDXDS9R0J,"H. Mcdaniel ""zazu pitts""",1,2,1,1314748800,the worst popcorn on the planet,I am so surprised that they have this popcorn for sale.  I received 6 bags the other day and the special popcorn pan from Wabash Valley Farms Amish Country ....GOURMET ... well.. the popped kernels are the size of a pea and with hulls.  It burns very easily.  There are too many old maids due to the delicate nature of the kernel.  I ended up throwing most of the popped corn away.  I am so disappointed in this product.  I now have 5.75 bags of this stuff ... I have nothing good to say about it ... but if you like tiny popped corn with lots of hulls then this may be your product.  I am giving mine to the squirrels.
